ImageID,Labels,Caption
1072.jpg,0,green bananas and other vegetables at a produce market
1076.jpg,0,a woman playing a game of tennis on a blue tennis court
1077.jpg,17,a dog in a vest is playing with a dog toy
1078.jpg,0 16,a person laying in bed with his laptop
1079.jpg,16,a cat is laying partially on a turned on laptop
1082.jpg,0 2 12,a man is standing by a stop sign
1083.jpg,8 0,three people clip over a small lake in a motorboat
1085.jpg,0,a pair of scissors being held over paper with strange designs
1086.jpg,14,long stemmed plant with flowers white wall and stone floor
1088.jpg,16 3,a cat that is sitting on a motorcycle
1089.jpg,0,a couple of people standing on top of a snow covered slope
1092.jpg,8 0,two people on a boat in a river
1094.jpg,0,a man flying through the air while riding a skateboard
1097.jpg,0 2 3,a old couple standing next to each other holding hands
1099.jpg,0 2,a large tower clock atop a bridge on a city street
1100.jpg,0,men with slices of a gigantic pizza on a restaurant table
1102.jpg,0,a person holding a chocolate donut with chocolate frosting and sprinkles on it
1105.jpg,1 13,a parking meter sitting under a solar panel
1106.jpg,4,the green and red airplane is sitting on the runway
1107.jpg,0 6,a person with luggage walking near a train
1108.jpg,12,a smashed up stop sign hanging from a tree
1110.jpg,0,two teenagers are playing with a wii video game
1111.jpg,0,a group of people sitting at a table with beverages in front of a window with ocean view
1114.jpg,16,the cat is lying on a pile of clothes
1115.jpg,0 17 14,the dog is in front of a woman sitting on the bench
1116.jpg,0 2 5 7 9 14,a lush green field in the middle of a city
1118.jpg,0,a little league baseball game where he just hit the ball
1119.jpg,9 12,the stop sign has been enhanced with some stickers above an all way and no parking sign
1121.jpg,0,a line of people holding kites on the beach
1122.jpg,4,a white and blue plane sitting on a run way
1125.jpg,15,a bird sitting on top of a wooden framed mirror
1127.jpg,0,the little girl in pink shirt and beige pants throws the frisbee
1128.jpg,16,a black and white kitten sits inside of a grey shoe
1131.jpg,0 2 5,a large pink bus is in front of another green one
1133.jpg,7 0 2,a man on skis is in a snowy neighborhood
1136.jpg,0,a couple of people racing each other on skis on top of snow
1141.jpg,0 3,a motocross rider doing a trick while in the air
1143.jpg,0,looking down at a squat style toilet water bucket and sink
1146.jpg,7 0,mobile crane with the workers maintaining a monument
1148.jpg,0,a man skateboards up the side of a wall
1150.jpg,2 3 5,a couple of cars parked next to the side of a road
1151.jpg,0,a woman is kneeling near some large buckets of food
1153.jpg,4,rare airplanes are stored within a large hangar
1154.jpg,0,two skiers catch some air in this sports stunt
1155.jpg,0,a man sitting with a laptop computer in his lap and feet on his desk
1157.jpg,0,a man standing on a  tennis court holding a racquet
1158.jpg,15,a yellow  is sitting on a branch
1160.jpg,8 0,person with a helmet on rides in the water in a type of speed boat
1162.jpg,0 14,a man flying through the air while riding a skateboard
1164.jpg,0,boy holding lambs head and guiding him to a judge in agricultural show
1166.jpg,6,a train parked by a street at the train station
1167.jpg,7 18,a horse standing in a fenced field on a barn
1168.jpg,18,a couple of brown ponies standing next to each other
1170.jpg,8 0,a kite with happy pictures on it is flown on the beach
1172.jpg,0 1 13,a yellow parking meter on the side of the street
1173.jpg,0 14,two women sitting on a metal bench next to a fence
1175.jpg,0 9,a traffic light in a city with a figure of a person on top of it
1177.jpg,16,the brown and white cat is on the kitchen shelf next to the dishes
1181.jpg,0,a woman cutting a sheet cake with a knife
1184.jpg,0,a lady move her arms really fast in a living room
1186.jpg,0,a man in all black ski clothes standing in the snow
1187.jpg,16,a black cat with its head in a white toilet
1189.jpg,2 0 10 12,a young boy standing next to a fire hydrant on green grass
1190.jpg,0 2 3 13 14,a little car that is sitting in the street
1193.jpg,0 2 3,men holding red and blue flags ride in a red and blue car
1196.jpg,0,a person riding skis across snow covered ground
1197.jpg,0,a little girl that has a kite in her hand
1200.jpg,0,a man in a vest tie and formal shirt posing for a photo
1201.jpg,4 14,a large plane is parked in a dirt field
1204.jpg,17 2,a small dog sitting inside of a vehicle
1205.jpg,0 3,an orange and white motorcycle parked in a lot
1208.jpg,0 17,a group of dogs riding a wave on top of a surfboard
1212.jpg,0 4,a plane flying in the sky over palm trees and a billboard
1216.jpg,12,a stop sign next to a road that has been blocked off with barriers
1217.jpg,0,a black and white photo of people sitting holding umbrellas
1218.jpg,0,a man holding a tennis racquet during a tennis match on a tennis court
1222.jpg,9,a red traffic light in front of a three story building
1223.jpg,0 2 3,a busy street with shops and a person carting an umbrella
1224.jpg,6,a train coming down the tracks at the viewer
1225.jpg,0,a baseball player playing a game of baseball
1227.jpg,0,a man and a woman and their umbrellas
1230.jpg,0,a woman in a white tank top holds a cell phone
1231.jpg,9 14,a golden pole sits on a city street with a clock on it's top
1233.jpg,0,a man standing in a field flying a kite
1235.jpg,0,two surfers are walking towards the ocean waves
1236.jpg,0 14,a man standing on top of a baseball field holding a bat
1239.jpg,7 0 2 5,a bus traveling down the street next to a bunch of cars
1240.jpg,4,colored smoke jettisons out of the back of flying airplanes
1242.jpg,2 5,a rear view window of a red vehicle
1243.jpg,0 8,a small kid with a life vest holds on to a pole
1246.jpg,15 14,two birds standing on a swampy patch of grass
1248.jpg,7 0,a person holding a bowl of food posing for a photo
1250.jpg,16,a couple of bags are sitting on the floor
1252.jpg,6,a dry grass covered field surrounded by a forest
1253.jpg,0 6,a cake shaped like a train engine with a child seated at the table
1255.jpg,17,a herd of cattle grazing on a grass covered field next to a brown dog
1256.jpg,0,a cut in half sandwich sitting on top of a napkin
1258.jpg,0 14,a woman with black hair is sitting on a bench
1260.jpg,4 5,a plane is parked on a airport runway
1262.jpg,0,female tennis player engaged in swinging tennis racket during a match
1264.jpg,0,a pizza that is on a metal platter
1266.jpg,0,a man talking on a cell phone the man is wearing a formal outfit
1267.jpg,15 0,a person in a kitchen with an open refrigerator
1269.jpg,0,a man riding skis on top of a snow covered ground
1272.jpg,0,a person standing in a living room holding a remote
1273.jpg,0 9 2 14,three people on a bench are smiling and waving
1275.jpg,0,a young boy brushing his teeth over a sink
1278.jpg,13,a tall brown brick wall next to a parking meter
1279.jpg,0,a skateboarder doing tricks using a fence in a lot
1283.jpg,12,the stop sign has a skull painted on it
1284.jpg,0 1 3,a man on a motorized bike on the side of the road
1288.jpg,7 2 4,the airplane is on the runway at the airport
1290.jpg,15 16 14,cat underneath park bench with black crow perched on top
1291.jpg,4,a commercial airline plane taking off into flight
1292.jpg,0 1 2,a half body shot of a guy on a skateboard
1294.jpg,0,two beautiful young women playing a game on the nintendo wii
1296.jpg,16,a laptop computer sitting on top of a  desk next to a plate of food
1297.jpg,0 2 14 6,a woman in a red tank top walks near a train track near a man in a white shirt
1299.jpg,0,a hand holds a slice of pizza near a pan with the pizza on it
1301.jpg,0,there is a man that is looking inside of a small fridge
1304.jpg,0,the man is hitting the ball during a baseball game
1306.jpg,0,a woman standing by her duffle bag in a field full of trees throwing a frisbee
1308.jpg,0 1 2 3 7 15,young people enjoying a busy city beach area
1311.jpg,0 3,a man standing next to a motorcycle
1313.jpg,0,a man doing a trick on a skateboard on a ramp
1315.jpg,0,a woman wearing a cooks outfit and waving in a kitchen with other cooks
1317.jpg,0 1 2,two people cross a city street on a rainy night
1319.jpg,18,a large brown horse running down a dirt road
1321.jpg,0,a sign directing people by arrow to the nearest police station
1323.jpg,0,a group of people feeding a giraffe at a zoo
1325.jpg,0 1,man peeling painters tape from strips of wood
1328.jpg,8 2,several boats are docked near some buildings with fans
1329.jpg,0 4,a plane flying by close to the ground
1330.jpg,0,a man in a stall with so many bags
1334.jpg,0,a man about to hit a base ball in a game
1337.jpg,16,a white and grey cat wearing a small helmet
1338.jpg,0,"a man surfing with titling that reads spray"""""
1341.jpg,0 2 3,a man sitting next to a woman at a table with food
1343.jpg,0,two pizza slices on a white plate in a crowded room
1345.jpg,16 17,a large dog laying on a bed next to a cat
1346.jpg,0,a couple of women sitting in wooden chairs while holding black umbrella
1349.jpg,0,a large pizza sitting on top of a wooden table
1350.jpg,16,a tan can lays on an old pair of brown shoes
1354.jpg,0 1,a little kid is holding a blue umbrella
1357.jpg,15,pair of giraffes in enclosure in zoo peering over side
1358.jpg,0,a man standing next to a gray elephant
1360.jpg,0,the man is giving a speech surrounded by peers
1363.jpg,7 0 2,a young male performing a skateboard stunt at night
1364.jpg,0,an old fashion picture of a man dressed formally
1366.jpg,0,there is a silver brief case that was left on the floor
1369.jpg,0,a man eating a hot dog on a bun
1372.jpg,0,a man and two girls riding an elephant
1374.jpg,6,a train is hauling supplies across the country
1375.jpg,7 0 9 2,a man is repairs a traffic light from a crane on top of a truck and a car next to it
1377.jpg,0,the tennis player is about to pick up the ball to serve
1378.jpg,0,a woman gives a thumbs-up signal while taking a slice of pizza
1380.jpg,0,a display of pizzas at a pizza shop
1386.jpg,1 2 3,a bicycle is attached to the end of a motorcycle
1387.jpg,0 14,a boy in red shirt swinging a baseball bat
1388.jpg,7,a dump truck parked near a pile of dirt
1390.jpg,0 1,three bicyclist riding in single file down a dirt road
1391.jpg,0,a boy and girl posing for a picture
1394.jpg,0,a group of olympic skiers engaged in a heated competition
1397.jpg,0 2 3,camel standing on roadway looking at pedestrians in large city
1399.jpg,0,a group of women walking along side of an elephant
1401.jpg,0,an image of a guy that is sitting in a chair with hat
1404.jpg,0 6,a train pulling up to a station crowded with passengers
1406.jpg,0,a man using a little laptop computer on a table
